下料批次号,零件号,num,polygon,允许旋转角度,面料号
L0002,s000126,1,"[[84000.0, 3000.0], [84001.6, 2999.5], [84003.0, 2998.9], [84005.8, 2997.9], [84010.1, 2996.4], [84014.5, 2994.8], [84023.1, 2991.7], [84026.6, 2990.5], [84030.3, 2989.3], [84223.8, 2989.2], [84224.3, 2994.6], [84224.8, 3000.0], [84225.6, 3008.9], [84226.4, 3016.2], [84227.2, 3023.6], [84227.8, 3028.4], [84228.3, 3033.0], [84228.6, 3035.7], [84228.8, 3037.2], [84229.0, 3038.8], [83989.5, 3039.3], [83981.2, 3029.4], [83984.7, 3026.0], [83986.4, 3024.1], [83988.0, 3022.0], [83990.1, 3018.9], [83992.0, 3015.7], [83993.5, 3013.3], [83995.0, 3010.8], [83996.2, 3008.3], [83997.4, 3005.8], [83998.4, 3003.5], [83998.8, 3002.5], [83999.2, 3001.7], [84000.0, 3000.0]]","0, 180",M0002
L0002,s000127,1,"[[86000.0, 1000.0], [86000.0, 1040.0], [85800.0, 1040.0], [85800.0, 1000.0], [86000.0, 1000.0]]","0, 180",M0002
L0002,s000128,1,"[[86000.0, 2000.0], [85700.0, 2000.0], [85700.0, 1960.0], [86000.0, 1960.0], [86000.0, 2000.0]]","0, 180",M0002
L0002,s000129,1,"[[86000.0, 3000.0], [86000.0, 3040.0], [85700.0, 3040.0], [85700.0, 3000.0], [86000.0, 3000.0]]","0, 180",M0002
L0002,s000130,1,"[[88000.0, 1000.0], [88000.2, 997.4], [88000.5, 992.7], [88001.0, 988.3], [88001.6, 984.2], [88002.2, 980.5], [88002.6, 978.6], [88003.1, 976.6], [88003.4, 975.4], [88003.8, 974.0], [88004.1, 972.5], [88004.6, 970.7], [88022.3, 975.2], [88038.7, 979.3], [88040.3, 979.7], [88076.3, 989.0], [88109.9, 997.7], [88143.5, 1006.3], [88165.8, 1011.9], [88188.1, 1017.3], [88200.5, 1020.1], [88213.0, 1022.8], [88222.7, 1024.7], [88232.4, 1026.5], [88244.0, 1028.7], [88259.5, 1031.5], [88275.0, 1034.2], [88293.9, 1037.3], [88312.8, 1040.1], [88332.3, 1042.5], [88351.9, 1044.5], [88370.0, 1046.1], [88388.0, 1047.5], [88409.5, 1049.0], [88431.0, 1050.4], [88452.6, 1051.7], [88474.1, 1052.8], [88494.8, 1053.4], [88515.4, 1053.7], [88548.4, 1054.0], [88564.9, 1054.1], [88581.3, 1054.0], [88594.7, 1053.8], [88611.0, 1053.5], [88619.3, 1053.4], [88627.6, 1053.3], [88643.5, 1053.0], [88652.8, 1052.8], [88659.5, 1052.6], [88667.3, 1052.4], [88674.9, 1052.3], [88682.2, 1052.0], [88689.3, 1051.8], [88695.2, 1051.6], [88698.3, 1051.5], [88701.4, 1051.4], [88704.7, 1051.3], [88708.3, 1051.2], [88712.2, 1051.0], [88716.4, 1050.9], [88691.6, 1135.1], [88686.5, 1176.7], [88585.5, 1176.7], [88572.8, 1176.8], [88560.2, 1176.8], [88535.4, 1176.7], [88508.6, 1176.2], [88495.2, 1175.7], [88481.7, 1175.0], [88463.8, 1173.9], [88445.9, 1172.5], [88435.2, 1171.5], [88424.4, 1170.4], [88410.6, 1168.7], [88396.6, 1166.6], [88383.7, 1164.3], [88370.7, 1161.9], [88364.4, 1160.7], [88358.3, 1159.5], [88352.4, 1158.3], [88346.9, 1157.2], [88347.4, 1153.1], [88336.2, 1151.5], [88324.7, 1149.9], [88301.7, 1146.7], [88280.9, 1143.6], [88270.6, 1142.0], [88260.3, 1140.1], [88251.4, 1138.4], [88242.6, 1136.7], [88223.9, 1133.0], [88210.3, 1130.2], [88197.0, 1127.2], [88183.7, 1123.9], [88170.5, 1120.2], [88157.3, 1116.2], [88144.3, 1111.8], [88133.1, 1107.7], [88121.9, 1103.6], [88099.6, 1095.2], [88090.0, 1091.5], [88080.5, 1087.7], [88071.1, 1083.8], [88061.8, 1079.6], [88052.6, 1075.1], [88043.7, 1070.3], [88034.9, 1065.1], [88026.5, 1059.5], [88022.6, 1056.7], [88018.8, 1053.6], [88016.1, 1051.2], [88013.5, 1048.5], [88011.2, 1045.8], [88009.1, 1042.9], [88007.3, 1040.0], [88005.8, 1037.0], [88004.4, 1033.9], [88003.3, 1030.8], [88002.4, 1027.5], [88001.6, 1024.1], [88001.0, 1020.6], [88000.5, 1017.1], [88000.1, 1012.2], [88000.0, 1007.2], [88000.0, 1000.0]]","0, 180",M0002
L0002,s000131,1,"[[88000.0, 2000.0], [88000.0, 2090.0], [87805.0, 2090.0], [87805.0, 2000.0], [88000.0, 2000.0]]","0, 180",M0002
L0002,s000132,1,"[[88000.0, 3000.0], [88583.1, 3000.0], [88583.1, 3065.0], [88000.0, 3065.0], [88000.0, 3000.0]]","0, 180",M0002
L0002,s000133,1,"[[90000.0, 1000.0], [90006.2, 998.5], [90022.9, 994.5], [90039.7, 990.5], [90047.9, 988.4], [90056.0, 986.5], [90063.9, 984.5], [90071.5, 982.7], [90078.7, 980.9], [90085.6, 979.2], [90097.5, 1017.4], [90108.9, 1014.7], [90119.9, 1012.0], [90130.8, 1009.5], [90137.0, 1008.0], [90141.6, 1006.9], [90154.6, 1003.8], [90167.7, 1000.8], [90194.2, 994.9], [90211.5, 991.3], [90228.7, 987.9], [90245.9, 984.8], [90263.2, 981.8], [90279.4, 979.1], [90295.7, 976.7], [90311.9, 974.8], [90328.1, 973.2], [90345.7, 971.8], [90363.4, 970.5], [90398.8, 968.4], [90422.7, 967.2], [90436.7, 966.7], [90450.8, 966.3], [90479.1, 965.8], [90500.4, 965.4], [90510.8, 965.2], [90521.1, 965.1], [90528.0, 965.1], [90535.0, 965.2], [90542.3, 965.2], [90546.1, 965.3], [90550.1, 965.3], [90551.0, 975.2], [90554.7, 978.4], [90558.2, 981.6], [90562.2, 985.4], [90566.1, 989.4], [90570.5, 993.9], [90574.7, 998.4], [90578.5, 1003.0], [90582.0, 1008.0], [90583.9, 1011.3], [90585.6, 1014.8], [90587.8, 1019.6], [90588.9, 1022.8], [90589.8, 1026.1], [90590.8, 1030.3], [90592.0, 1035.3], [90592.9, 1040.0], [90593.5, 1044.7], [90593.8, 1049.6], [90593.8, 1051.0], [90593.9, 1057.6], [90593.7, 1061.6], [90593.4, 1065.5], [90592.9, 1070.7], [90592.0, 1075.8], [90591.0, 1080.4], [90589.6, 1084.9], [90588.4, 1088.1], [90587.1, 1091.3], [90584.1, 1097.4], [90581.9, 1101.3], [90579.5, 1105.1], [90576.2, 1109.4], [90572.6, 1113.5], [90567.5, 1118.6], [90562.0, 1123.3], [90556.9, 1127.2], [90551.5, 1130.8], [90546.0, 1134.2], [90540.3, 1137.4], [90536.0, 1139.6], [90531.6, 1141.7], [90528.2, 1143.2], [90527.3, 1143.6], [90518.9, 1147.1], [90512.7, 1149.6], [90506.4, 1151.9], [90498.6, 1154.4], [90490.7, 1156.7], [90477.5, 1160.8], [90464.3, 1165.1], [90454.1, 1168.7], [90450.1, 1170.3], [90446.2, 1172.2], [90443.8, 1173.6], [90441.5, 1175.1], [90439.2, 1177.2], [90437.1, 1179.4], [90435.1, 1182.0], [90433.3, 1184.7], [90430.6, 1189.7], [90428.3, 1194.8], [90426.3, 1199.3], [90425.5, 1201.0], [90416.1, 1199.5], [90406.6, 1198.0], [90387.2, 1195.1], [90369.9, 1192.8], [90352.6, 1190.8], [90332.2, 1188.7], [90319.2, 1187.5], [90306.2, 1186.5], [90294.0, 1185.7], [90281.7, 1185.2], [90268.5, 1184.8], [90255.2, 1184.7], [90232.0, 1184.6], [90220.4, 1184.8], [90208.8, 1185.1], [90202.1, 1185.3], [90184.3, 1186.0], [90171.0, 1186.5], [90157.7, 1187.3], [90143.6, 1188.4], [90129.5, 1189.6], [90103.3, 1191.8], [90101.1, 1191.9], [90075.4, 1194.3], [90061.6, 1195.7], [90048.0, 1197.4], [90046.7, 1197.5], [90038.1, 1198.7], [90028.2, 1200.1], [90017.9, 1201.7], [90012.6, 1202.5], [90007.1, 1203.4], [89968.7, 1215.2], [89968.0, 1212.1], [89967.3, 1209.2], [89966.7, 1206.4], [89966.2, 1203.8], [89965.1, 1198.8], [89964.0, 1193.9], [89961.9, 1184.4], [89959.7, 1174.5], [89957.5, 1164.4], [89955.1, 1154.0], [89949.7, 1131.1], [89946.9, 1119.7], [89944.2, 1108.5], [89941.4, 1097.4], [89938.7, 1086.6], [89936.0, 1076.0], [89933.9, 1067.8], [89933.4, 1065.6], [89930.6, 1054.5], [89929.2, 1048.8], [89927.8, 1043.1], [89926.3, 1037.1], [89924.7, 1030.8], [89923.1, 1024.1], [89921.3, 1017.0], [89924.8, 1016.3], [89928.1, 1015.6], [89931.1, 1015.0], [89934.0, 1014.5], [89936.7, 1013.9], [89939.3, 1013.4], [89944.0, 1012.4], [89948.4, 1011.6], [89952.5, 1010.7], [89956.5, 1009.9], [89960.6, 1009.0], [89967.4, 1007.5], [89974.6, 1005.9], [89982.1, 1004.2], [89989.9, 1002.3], [89998.0, 1000.5], [90000.0, 1000.0]]","0, 180",M0002
L0002,s000134,1,"[[90000.0, 2000.0], [89687.4, 1983.5], [89688.7, 1958.5], [90001.3, 1975.1], [90000.0, 2000.0]]","0, 180",M0002
L0002,s000135,1,"[[90000.0, 3000.0], [89945.8, 3007.5], [89975.1, 2866.8], [90027.8, 2866.7], [90000.0, 3000.0]]","0, 180",M0002
L0002,s000136,1,"[[92000.0, 1000.0], [92019.1, 1000.6], [92038.7, 1001.4], [92058.8, 1002.4], [92079.0, 1003.6], [92100.0, 1005.0], [92121.0, 1006.7], [92140.6, 1008.3], [92159.9, 1010.1], [92167.7, 1010.9], [92175.6, 1011.8], [92183.6, 1012.7], [92191.9, 1013.6], [92197.7, 1011.6], [92204.2, 1013.0], [92210.4, 1014.3], [92222.6, 1016.8], [92230.4, 1018.5], [92238.4, 1020.1], [92254.5, 1023.0], [92260.6, 1024.0], [92266.7, 1024.7], [92271.5, 1025.2], [92276.3, 1025.5], [92286.0, 1025.9], [92296.4, 1026.1], [92305.8, 1025.9], [92306.8, 1025.9], [92313.1, 1025.5], [92319.3, 1025.0], [92331.7, 1023.6], [92346.1, 1021.8], [92360.4, 1019.6], [92375.0, 1017.1], [92389.6, 1014.4], [92404.9, 1011.4], [92412.4, 1010.0], [92419.7, 1008.6], [92424.5, 1007.7], [92429.3, 1006.8], [92434.3, 1006.0], [92439.7, 1005.0], [92441.0, 1009.2], [92442.4, 1013.5], [92443.9, 1017.1], [92445.7, 1020.5], [92447.4, 1023.5], [92449.4, 1026.2], [92451.8, 1029.0], [92454.4, 1031.7], [92455.8, 1033.0], [92457.2, 1034.1], [92459.7, 1035.6], [92462.3, 1036.8], [92464.5, 1037.7], [92466.8, 1038.4], [92469.1, 1038.9], [92471.5, 1039.4], [92476.9, 1040.1], [92482.3, 1040.5], [92489.3, 1040.5], [92496.3, 1040.2], [92502.5, 1039.5], [92508.6, 1038.5], [92516.5, 1036.9], [92524.3, 1034.9], [92532.6, 1032.4], [92540.7, 1029.5], [92549.8, 1026.1], [92558.7, 1022.5], [92571.0, 1017.0], [92583.0, 1011.4], [92590.2, 1008.0], [92597.5, 1004.3], [92601.8, 1002.2], [92606.2, 999.9], [92610.6, 997.6], [92614.8, 995.4], [92618.9, 993.2], [92622.7, 991.2], [92626.0, 989.3], [92628.9, 987.7], [92629.9, 987.1], [92631.0, 986.5], [92631.7, 986.1], [92632.5, 985.6], [92633.5, 985.0], [92634.7, 984.3], [92636.3, 987.5], [92637.9, 990.5], [92640.8, 996.3], [92642.8, 1000.5], [92644.8, 1004.8], [92648.7, 1013.7], [92649.4, 1015.4], [92653.3, 1024.7], [92657.7, 1035.6], [92665.6, 1055.4], [92674.1, 1077.7], [92677.9, 1087.4], [92681.2, 1095.6], [92681.7, 1097.1], [92684.4, 1103.6], [92687.1, 1110.1], [92689.8, 1116.4], [92692.4, 1122.5], [92689.2, 1123.2], [92686.3, 1123.8], [92683.7, 1124.3], [92681.2, 1124.8], [92675.9, 1125.9], [92670.4, 1127.1], [92664.7, 1128.3], [92659.1, 1129.7], [92656.7, 1130.3], [92654.3, 1131.1], [92652.1, 1132.2], [92650.1, 1133.5], [92648.1, 1135.2], [92646.4, 1137.2], [92645.5, 1138.5], [92644.8, 1140.0], [92643.7, 1143.0], [92643.2, 1144.8], [92642.8, 1146.2], [92642.2, 1149.6], [92640.3, 1160.3], [92639.4, 1165.6], [92638.5, 1170.9], [92637.7, 1176.0], [92637.0, 1180.8], [92636.2, 1185.3], [92635.6, 1189.4], [92633.3, 1231.1], [92626.3, 1232.0], [92618.9, 1233.0], [92611.1, 1233.9], [92603.1, 1234.9], [92594.9, 1236.0], [92586.4, 1237.0], [92577.7, 1238.1], [92568.9, 1239.1], [92550.9, 1241.3], [92532.7, 1243.4], [92514.5, 1245.5], [92496.7, 1247.5], [92483.5, 1248.9], [92470.5, 1250.2], [92444.8, 1252.6], [92426.1, 1254.0], [92406.5, 1255.2], [92388.6, 1255.8], [92370.5, 1256.1], [92348.6, 1255.9], [92337.7, 1255.7], [92326.9, 1255.2], [92318.1, 1254.7], [92309.2, 1254.1], [92300.2, 1253.4], [92290.8, 1252.7], [92290.6, 1248.4], [92263.0, 1248.1], [92235.4, 1247.5], [92221.5, 1247.0], [92207.5, 1246.3], [92193.6, 1245.5], [92179.7, 1244.5], [92165.7, 1243.3], [92151.7, 1242.0], [92136.1, 1240.6], [92128.3, 1239.7], [92120.6, 1238.8], [92112.2, 1237.5], [92103.9, 1236.1], [92087.4, 1233.0], [92068.9, 1229.3], [92059.6, 1227.3], [92050.5, 1225.1], [92042.6, 1223.1], [92034.7, 1220.9], [92019.0, 1216.3], [92008.1, 1212.9], [91997.3, 1209.2], [91988.5, 1205.8], [91979.6, 1202.3], [91975.6, 1200.6], [91971.6, 1198.8], [91967.6, 1196.8], [91963.8, 1194.7], [91958.9, 1191.4], [91954.1, 1187.9], [91951.1, 1185.6], [91948.2, 1183.1], [91946.6, 1181.3], [91945.1, 1179.3], [91942.5, 1175.1], [91940.2, 1170.8], [91938.3, 1166.4], [91937.3, 1163.5], [91936.3, 1160.4], [91934.7, 1154.2], [91933.6, 1149.5], [91932.8, 1145.0], [91932.6, 1142.8], [91932.6, 1141.6], [91932.5, 1140.2], [91904.4, 1139.4], [91919.6, 997.3], [91930.3, 997.7], [91941.2, 998.0], [91963.4, 998.8], [91979.1, 999.3], [91999.5, 1000.0], [92000.0, 1000.0]]","0, 180",M0002
L0002,s000137,1,"[[92000.0, 2000.0], [92000.0, 2068.0], [91798.8, 2068.0], [91798.8, 2000.0], [92000.0, 2000.0]]","0, 180",M0002
L0002,s000138,1,"[[92000.0, 3000.0], [92000.0, 3060.0], [91867.0, 3060.0], [91867.0, 3000.0], [92000.0, 3000.0]]","0, 180",M0002
L0002,s000139,1,"[[94000.0, 1000.0], [93950.0, 1000.0], [93705.0, 1063.3], [93696.5, 1075.7], [93696.5, 1125.7], [93698.3, 1126.5], [93703.1, 1128.9], [93707.6, 1131.2], [93712.0, 1133.8], [93715.7, 1136.1], [93719.2, 1138.7], [93721.5, 1140.6], [93723.8, 1142.6], [93728.5, 1147.3], [93730.2, 1149.3], [93732.0, 1151.2], [93735.2, 1155.0], [93743.2, 1155.8], [93751.4, 1156.6], [93758.4, 1157.1], [93765.5, 1157.7], [93771.4, 1158.1], [93777.3, 1158.3], [93783.3, 1158.5], [93789.2, 1158.6], [93839.2, 1158.6], [93849.4, 1158.5], [93870.2, 1157.9], [93880.6, 1157.4], [93891.1, 1156.9], [93900.0, 1156.4], [93904.9, 1156.1], [93912.5, 1155.7], [93920.0, 1155.2], [93925.7, 1154.7], [93931.3, 1154.2], [93942.4, 1152.9], [93953.1, 1151.7], [93958.4, 1151.0], [93963.8, 1150.3], [93968.4, 1149.6], [93973.1, 1148.8], [93979.9, 1147.5], [93983.4, 1146.9], [93986.9, 1146.2], [93991.6, 1145.3], [93996.4, 1144.5], [94001.0, 1143.7], [94003.2, 1143.3], [94005.3, 1142.9], [94007.0, 1142.6], [94008.8, 1142.3], [94009.8, 1142.2], [94012.0, 1141.8], [94013.2, 1141.6], [94013.2, 1091.6], [94012.9, 1089.2], [94012.6, 1086.7], [94012.2, 1084.1], [94011.9, 1081.4], [94011.1, 1075.8], [94010.2, 1070.2], [94009.3, 1064.7], [94008.4, 1059.3], [94006.8, 1048.9], [94005.2, 1038.4], [94004.3, 1032.8], [94003.4, 1027.1], [94002.7, 1022.1], [94002.0, 1017.0], [94001.7, 1014.5], [94001.5, 1012.1], [94001.2, 1009.8], [94000.9, 1007.6], [94000.7, 1006.0], [94000.5, 1004.3], [94000.3, 1002.3], [94000.1, 1001.2], [94000.0, 1000.0]]","0, 180",M0002
L0002,s000140,1,"[[94000.0, 2000.0], [94014.6, 2171.5], [93993.0, 2176.0], [93988.8, 2176.9], [93985.8, 2177.6], [93982.5, 2178.2], [93975.6, 2179.7], [93967.4, 2181.5], [93959.3, 2183.2], [93953.5, 2184.5], [93947.9, 2185.6], [93944.2, 2186.3], [93943.1, 2186.5], [93941.9, 2186.7], [93939.3, 2187.0], [93935.3, 2187.3], [93932.1, 2187.4], [93928.6, 2187.2], [93924.9, 2186.6], [93922.6, 2186.2], [93920.3, 2185.5], [93917.2, 2184.5], [93914.4, 2183.4], [93912.5, 2182.5], [93910.8, 2181.6], [93909.4, 2180.8], [93908.1, 2180.2], [93903.7, 2177.7], [93900.5, 2173.7], [93899.6, 2172.5], [93898.8, 2171.5], [93897.9, 2170.2], [93896.9, 2168.8], [93895.9, 2167.3], [93894.9, 2165.6], [93893.9, 2163.8], [93892.1, 2159.9], [93891.5, 2158.1], [93890.9, 2156.4], [93890.5, 2155.0], [93890.3, 2153.8], [93890.0, 2152.9], [93889.9, 2152.1], [93889.7, 2151.3], [93889.4, 2150.4], [93889.1, 2149.3], [93888.8, 2148.0], [93888.4, 2145.8], [93888.0, 2143.7], [93887.6, 2141.4], [93886.8, 2136.0], [93886.5, 2133.3], [93885.4, 2124.2], [93885.1, 2120.6], [93883.9, 2107.0], [93883.1, 2097.7], [93882.0, 2085.9], [93880.8, 2073.8], [93879.9, 2062.4], [93879.0, 2051.4], [93878.1, 2040.3], [93877.0, 2026.6], [93876.6, 2021.9], [93876.2, 2016.6], [93875.9, 2011.1], [93875.7, 2008.3], [93875.6, 2001.3], [93875.6, 1994.3], [93875.7, 1992.8], [93875.8, 1991.1], [93876.0, 1988.6], [93876.4, 1986.2], [93876.7, 1984.6], [93877.0, 1983.1], [93877.6, 1980.3], [93878.1, 1978.8], [93878.7, 1977.0], [93879.4, 1975.2], [93880.2, 1973.2], [93881.2, 1971.3], [93882.4, 1969.4], [93884.4, 1966.6], [93885.5, 1965.4], [93886.4, 1964.4], [93887.3, 1963.5], [93888.0, 1962.8], [93889.1, 1961.7], [93890.2, 1960.6], [93890.9, 1959.9], [93891.8, 1959.1], [93892.9, 1958.2], [93894.4, 1957.0], [93895.7, 1956.0], [93897.1, 1955.1], [93899.2, 1953.9], [93901.2, 1952.9], [93903.1, 1952.1], [93904.7, 1951.6], [93906.3, 1951.1], [93907.6, 1950.7], [93908.7, 1950.5], [93909.7, 1950.2], [93911.0, 1949.9], [93912.4, 1949.6], [93914.3, 1949.2], [93916.5, 1948.8], [93920.0, 1948.4], [93921.6, 1948.4], [93923.0, 1948.3], [93924.4, 1948.4], [93928.2, 1948.4], [93930.8, 1948.3], [93945.7, 1948.3], [93951.9, 1948.4], [93972.6, 1948.4], [93995.6, 1948.3], [94000.0, 2000.0]]","0, 180",M0002
L0002,s000141,1,"[[94000.0, 3000.0], [94000.0, 3207.1], [93838.0, 3207.1], [93838.0, 3000.0], [94000.0, 3000.0]]","0, 180",M0002
L0002,s000142,1,"[[96000.0, 1000.0], [96000.0, 1182.0], [95919.8, 1182.0], [95919.8, 1000.0], [96000.0, 1000.0]]","0, 180",M0002
L0002,s000143,1,"[[96000.0, 2000.0], [96000.7, 1804.6], [96005.2, 1804.7], [96010.0, 1804.7], [96015.1, 1804.8], [96020.4, 1804.9], [96031.4, 1805.1], [96036.9, 1805.3], [96042.4, 1805.4], [96051.2, 1805.6], [96059.8, 1806.0], [96078.3, 1807.0], [96080.6, 1807.2], [96097.0, 1808.5], [96115.8, 1810.3], [96134.5, 1812.2], [96176.0, 1816.7], [96222.1, 1821.7], [96258.0, 1825.6], [96274.9, 1827.5], [96283.4, 1828.4], [96291.8, 1829.1], [96303.7, 1829.9], [96315.5, 1830.5], [96325.2, 1831.0], [96334.9, 1831.3], [96340.2, 1831.2], [96345.4, 1830.9], [96355.9, 1830.2], [96372.9, 1828.4], [96384.4, 1826.8], [96389.9, 1826.1], [96406.7, 1823.5], [96423.5, 1820.6], [96443.0, 1817.1], [96457.4, 1814.2], [96471.6, 1811.3], [96485.8, 1808.6], [96492.9, 1807.3], [96500.2, 1805.9], [96510.1, 1804.2], [96519.9, 1802.5], [96524.7, 1801.7], [96529.4, 1800.9], [96533.9, 1800.1], [96538.2, 1799.4], [96541.7, 1798.7], [96545.4, 1798.0], [96547.4, 1797.6], [96549.5, 1797.2], [96551.8, 1796.7], [96554.4, 1796.2], [96557.0, 1807.9], [96559.4, 1808.0], [96561.6, 1808.1], [96563.6, 1808.1], [96565.5, 1808.2], [96569.1, 1808.3], [96588.2, 1808.3], [96596.4, 1808.1], [96604.7, 1808.0], [96615.8, 1807.6], [96624.5, 1807.2], [96626.7, 1807.2], [96644.2, 1806.1], [96656.6, 1805.1], [96669.1, 1803.9], [96676.9, 1802.9], [96684.7, 1801.7], [96692.3, 1800.5], [96696.0, 1799.9], [96699.5, 1799.3], [96702.8, 1798.8], [96706.3, 1798.3], [96710.0, 1797.7], [96712.1, 1797.3], [96714.3, 1797.0], [96715.3, 1800.2], [96716.2, 1803.3], [96718.1, 1809.0], [96721.0, 1817.6], [96724.1, 1826.4], [96724.8, 1828.3], [96727.5, 1835.5], [96731.0, 1844.5], [96735.1, 1855.2], [96739.3, 1865.8], [96744.8, 1879.0], [96750.6, 1892.2], [96755.9, 1903.6], [96759.9, 1912.2], [96761.2, 1915.0], [96763.8, 1920.6], [96766.1, 1925.5], [96766.4, 1926.0], [96768.9, 1931.2], [96771.2, 1936.1], [96768.6, 1938.6], [96766.1, 1941.2], [96764.0, 1943.9], [96762.0, 1946.8], [96759.9, 1950.1], [96758.0, 1953.6], [96756.1, 1957.6], [96754.6, 1961.7], [96753.7, 1965.0], [96752.9, 1968.3], [96751.6, 1975.0], [96750.4, 1983.5], [96749.5, 1992.0], [96749.0, 2000.8], [96748.7, 2009.7], [96748.6, 2015.0], [96748.5, 2019.9], [96748.4, 2025.0], [96748.4, 2030.0], [96745.4, 2030.2], [96742.4, 2030.4], [96736.0, 2030.8], [96729.3, 2031.2], [96722.7, 2031.6], [96714.5, 2032.0], [96706.4, 2032.3], [96698.8, 2032.7], [96691.1, 2033.0], [96677.8, 2033.1], [96664.5, 2033.0], [96631.8, 2033.0], [96613.1, 2032.6], [96594.3, 2031.8], [96578.1, 2030.9], [96561.9, 2029.9], [96521.7, 2027.4], [96492.7, 2025.5], [96455.8, 2023.0], [96416.0, 2020.1], [96383.4, 2017.7], [96359.9, 2016.3], [96336.5, 2015.5], [96321.5, 2015.3], [96306.3, 2015.2], [96295.0, 2015.1], [96262.4, 2015.1], [96255.0, 2056.7], [95999.8, 2056.7], [96000.0, 2000.0]]","0, 180",M0002
L0002,s000144,1,"[[96000.0, 3000.0], [96006.7, 2998.4], [96023.4, 2994.4], [96040.2, 2990.5], [96048.5, 2988.5], [96056.6, 2986.7], [96064.5, 2984.9], [96072.2, 2983.2], [96079.5, 2981.5], [96086.4, 2979.9], [96098.2, 3017.8], [96100.2, 3017.4], [96101.9, 3017.1], [96103.4, 3016.8], [96104.8, 3016.5], [96107.4, 3015.9], [96109.8, 3015.4], [96113.3, 3014.7], [96116.9, 3014.0], [96120.8, 3013.2], [96124.7, 3012.3], [96132.9, 3010.7], [96138.3, 3009.6], [96141.2, 3009.0], [96151.8, 3006.9], [96162.1, 3004.9], [96182.4, 3001.1], [96205.6, 2997.0], [96229.1, 2993.1], [96247.4, 2990.5], [96265.8, 2988.1], [96279.9, 2986.4], [96294.1, 2984.9], [96308.9, 2983.6], [96323.7, 2982.7], [96341.4, 2981.9], [96359.0, 2981.3], [96377.7, 2980.7], [96396.3, 2980.4], [96410.9, 2980.4], [96425.4, 2980.6], [96446.3, 2981.2], [96465.0, 2981.9], [96483.9, 2982.9], [96495.1, 2983.6], [96506.2, 2984.4], [96517.2, 2985.1], [96522.5, 2985.4], [96527.7, 2985.8], [96533.6, 2986.1], [96539.5, 2986.5], [96542.6, 2986.6], [96545.9, 2986.8], [96549.3, 2987.0], [96553.0, 2987.2], [96553.0, 2998.1], [96548.9, 3000.6], [96545.1, 3003.0], [96537.6, 3007.6], [96527.2, 3013.9], [96516.5, 3020.3], [96504.8, 3027.0], [96493.2, 3033.5], [96483.1, 3039.2], [96473.1, 3045.0], [96465.8, 3049.5], [96462.3, 3051.9], [96458.9, 3054.4], [96455.6, 3057.0], [96452.4, 3059.8], [96446.3, 3065.8], [96441.8, 3071.1], [96439.8, 3073.9], [96437.9, 3076.8], [96436.1, 3080.2], [96434.5, 3083.7], [96433.2, 3087.3], [96432.2, 3091.0], [96431.4, 3094.2], [96430.8, 3097.5], [96429.9, 3104.0], [96429.4, 3108.5], [96429.1, 3113.1], [96429.3, 3118.7], [96429.7, 3124.4], [96430.5, 3131.1], [96431.7, 3137.7], [96432.8, 3142.1], [96433.9, 3146.4], [96435.1, 3150.7], [96436.3, 3154.7], [96433.7, 3162.7], [96430.5, 3162.4], [96427.5, 3162.1], [96424.7, 3161.8], [96422.0, 3161.6], [96416.8, 3161.0], [96411.8, 3160.6], [96402.5, 3159.7], [96392.8, 3158.7], [96383.0, 3157.8], [96373.1, 3156.8], [96356.0, 3155.1], [96339.1, 3153.6], [96328.7, 3152.9], [96318.3, 3152.3], [96297.4, 3151.7], [96284.8, 3151.4], [96272.1, 3151.4], [96255.1, 3151.6], [96221.1, 3152.6], [96210.2, 3153.0], [96201.9, 3153.4], [96193.5, 3154.0], [96176.9, 3155.3], [96157.7, 3156.8], [96138.4, 3158.4], [96106.4, 3161.5], [96104.2, 3161.7], [96083.0, 3164.1], [96064.4, 3166.4], [96049.7, 3168.5], [96045.8, 3169.0], [96027.8, 3171.9], [96009.6, 3174.9], [95972.3, 3190.0], [95969.4, 3180.0], [95966.5, 3170.0], [95955.1, 3131.0], [95949.4, 3111.6], [95942.8, 3089.1], [95936.2, 3066.5], [95929.6, 3044.1], [95926.3, 3033.0], [95923.1, 3022.1], [95926.5, 3021.0], [95929.7, 3020.0], [95932.6, 3019.1], [95935.4, 3018.2], [95938.1, 3017.3], [95940.6, 3016.5], [95945.2, 3015.1], [95949.4, 3013.8], [95953.4, 3012.5], [95957.4, 3011.4], [95961.3, 3010.2], [95968.1, 3008.3], [95975.2, 3006.4], [95982.7, 3004.4], [95990.5, 3002.4], [95998.5, 3000.4], [96000.0, 3000.0]]","0, 180",M0002
